1,3.722128067,1.179930642,3.044211896,1.338637124
2,6.358395708,2.278726247,3.085931133,1.6594488
3,4.87638693,5.223775566,3.008409689,0.814784868
4,7.646150002,2.811752928,5.257698163,1.574811001
5,8.120685385,0.723289461,6.438418267,0.579327547
6,8.220901948,5.520822505,11.35045722,1.092891756
7,11.0909799,12.50918866,9.884398119,2.982176054
8,11.59569256,10.65568942,12.74807678,4.416782082
9,12.03347988,18.12190774,13.30758149,7.329359171
10,11.3154327,20.2480996,15.88861043,5.42435631
11,14.39399144,27.07339325,15.73515076,8.008646967
12,14.20658587,24.8782,16.59773103,9.960274036
13,14.12313907,33.40460355,18.07762407,10.96214704
14,14.98951934,36.78430903,21.48819391,16.11875983
15,15.22993795,50.81601606,22.32262484,19.46586216
16,14.24978763,52.85043779,23.80394651,28.13945055
17,16.20677153,60.55794396,26.91931015,34.16467409
18,16.13919624,62.68363948,27.29158437,45.10865848
19,16.45638947,71.26276884,28.69781105,57.24761333
20,16.73214216,79.45506118,31.58769909,74.51010035
